PART#,CROSS,NV,TX,PA,FL,PRICE
14-0143RC,,5,0,0,1,107.12
14-0144C,,1,0,0,0,117.51
14-0144NC,,2,2,0,0,188.1
14-0144NEW,,25,18,0,2,138.59
14-0144NIP,,0,0,0,0,234.73
14-0144RC,,1,0,0,0,108.16
14-0145C,,0,0,0,0,220.7
14-0145NC,,0,0,0,0,234.73
14-0146NC,,76,4,0,0,303.36
14-0146NEW,,0,0,0,0,157.46
14-0147C,,0,0,0,0,196.84
14-0147N,,0,0,0,0,212
14-0147NC,,0,0,0,0,360.51
14-0147NEW,,82,10,57,2,160.96
14-0147NIP,,0,10,0,9,287.86
14-0147RC,,0,0,0,0,117.39
14-0148NC,,0,0,0,0,297.83
14-0148NEW,,0,0,0,0,210.49
14-0149C,,0,0,0,0,187.78
14-0149NC,,1,1,0,0,401.23
14-0149NEW,,13,6,0,0,217.6
14-0149RC,,7,0,0,0,87.61
14-0151C,,0,0,0,0,270.18
14-0151NC,,0,0,0,0,246.5
14-0151NEW,,13,1,0,1,318.47
14-0152C,,0,0,0,0,144.5
14-0152NC,,0,0,0,0,246.39
14-0152NEW,,0,0,0,0,395.99
14-0152RC,,1,0,0,0,203.75
14-0153C,,0,0,0,0,160.56
14-0153NC,,0,0,0,0,268.42
14-0153NEW,,20,5,0,0,196.64
14-0153NIP,,103,1,0,4,236.62
14-0154C,,1,0,0,0,114.65
14-0154NC,,6,1,0,0,214.84
14-0154NEW,,31,3,0,0,151.27
14-0154NIP,,0,0,0,0,234.73
14-0154RC,,5,0,0,0,203.75
14-0155C,,1,0,0,2,135.22
14-0155D,,0,0,0,0,93.28
14-0155N,,0,0,0,0,212
14-0155NC,,0,0,0,0,253.64
14-0155NEW,,916,28,0,16,159.85
14-0155NEW-A,,0,0,0,0,202.26
14-0155NIP,,26,4,0,4,237
14-0155RC,,6,0,0,1,115.55
14-0155TC,,0,0,0,0,257
14-0156C,,0,0,0,0,184.87
14-0156NC,,0,0,0,0,248.93
14-0156NEW,,14,0,0,0,176.11
14-0156RC,,2,0,0,0,203.75
14-0157C,,0,0,0,0,138.37
14-0157NC,,4,0,0,0,235.47
14-0157NEW,,49,1,0,3,149.95
14-0157NIP,,0,0,0,0,234.73
14-0157RC,,3,0,0,0,108.16
14-0157S,,0,0,0,0,143.31
14-0158C,,0,0,0,0,184.34
14-0158NC,,0,0,0,0,194.09
14-0159C,,0,0,0,0,401.27
14-0159NC,,0,0,0,0,234.73
14-0159NEW,,1,0,0,0,287.77
14-0160C,,0,0,0,0,150.17
14-0160NC,,0,0,0,0,234.73
14-0160NEW,,152,8,0,0,172.73
14-0160RC,,9,0,0,0,115.55
14-0161C,,0,0,0,1,210.17
14-0161NC,,0,0,0,0,234.73
14-0161NEW,,37,2,75,4,157.33
14-0161RC,,21,0,0,0,113.22
14-0162C,,8,0,0,0,133.74
14-0162NC,,30,0,0,0,185.42
14-0162NEW,,18,0,0,2,198.46
14-0162P,,166,4,0,3,189.52
14-0162RC,,0,0,0,0,128.06
14-0163C,,0,0,0,0,139.69
14-0163N,,0,0,0,0,212
14-0163NC,,0,0,0,0,411.43
14-0163NEW,,147,20,0,1,173.76
14-0163NEW-A,,0,0,0,0,220
14-0163NIP,,2,1,0,3,461.98
14-0163RC,,7,0,0,0,108.16
14-0164C,,0,0,0,0,135.22
14-0164D,,0,0,0,0,215.25
14-0164N,,0,0,0,0,212
14-0164NC,,0,0,0,0,264.96
14-0164NEW,,233,31,0,69,155
14-0164NIP,,9,4,0,2,267.88
14-0164RC,,9,0,0,0,115.55
14-0165C,,0,0,0,0,200.64
14-0165NC,,2,7,0,0,123.8
14-0166C,,1,0,0,0,229.3
14-0166NC,,0,0,0,0,248.93
14-0166NEW,,44,8,0,2,178.98
14-0166RC,,1,0,0,0,203.75
14-0167MPR,,0,0,0,0,234.73
14-0168C,,0,0,0,0,120.01
14-0168NC,,37,1,0,1,140.23
14-0168NEW,,49,0,0,0,190.68
14-0168NIP,,0,0,0,0,234.73
14-0168P,,0,0,0,0,184.87
14-0168RC,,1,0,0,0,203.75
14-0169C,,0,0,0,0,83.87
14-0169NC,,5,1,0,0,248.93
14-0169NEW,,84,2,0,2,167.85
14-0170C,,1,0,0,0,225.78
14-0170N,,0,0,0,0,148.4
14-0170NC,,127,0,0,3,251.88
14-0170NEW,,370,2,0,7,207.91
14-0170NIP,,0,0,0,0,234.73
14-0170RC,,8,0,0,0,121.06
14-0170S,,0,0,0,0,273.11
14-0171C,,1,0,0,1,135.22
14-0171FD,,0,0,0,0,447.78
14-0171N,,1,0,0,0,212
14-0171NC,,0,0,0,0,347.08
14-0171NEW,,558,52,0,7,157.09
14-0171NIP,,0,0,0,0,347.08
14-0171RC,,4,0,0,1,85.58
14-0172C,,0,0,0,0,143.31
14-0172NC,,0,0,0,0,536.97
14-0172NEW,,133,0,0,0,190.32
14-0172NIP,,0,0,0,3,567.59
14-0173C,,0,0,0,0,257.96
14-0173NC,,0,0,0,0,353.25
14-0173NEW,,0,0,0,0,429.68
14-0174C,,0,0,0,0,200.64
14-0175C,,0,0,0,0,326.14
14-0175NC,,46,0,0,0,239.74
14-0175NEW,,1,0,0,0,204.96
14-0176C,,0,0,0,1,90.16
14-0176NC,,0,0,0,0,183.71
14-0176NEW,,17,1,0,0,229.13
14-0176P,,35,0,0,1,166.69
14-0177C,,0,0,0,0,90.16
14-0177NC,,0,0,0,1,189.03
14-0177NEW,,511,15,0,2,174.45
14-0177NIP,,0,0,0,0,234.73
14-0177RC,,0,0,0,0,122.81
14-0178C,,0,0,0,0,283.76
14-0179C,,0,0,0,0,298.3
14-0179N,,0,0,0,0,212
14-0179NC,,0,0,0,0,402.95
14-0179NEW,,0,0,0,0,230.36
14-0179NEW-A,,0,0,0,0,289.63
14-0179NIP,,0,0,0,0,415.21
14-0180C,,0,0,0,3,120.01
14-0180D,,0,0,0,0,205
14-0180MPR,,0,0,0,0,315.14
14-0180NC,,0,0,0,0,248.93
14-0180NEW,,114,3,0,3,154.16
14-0180NIP,,0,0,0,0,233.87
14-0180RC,,2,0,0,0,98.64
14-0181C,,0,0,0,0,154.06
14-0181MPR,,0,0,0,0,258.69
14-0181NC,,7,0,0,2,208.58
14-0181NEW,,3,6,0,1,157.89
14-0181NIP,,0,0,0,0,234.73
14-0181RC,,1,0,0,0,118.67
14-0182C,,0,0,0,0,139.69
14-0182MPR,,0,0,0,0,289.56
14-0182N,,0,0,0,0,100.17
14-0182NC,,8,2,0,6,254.36
14-0182NEW,,233,13,0,4,162.75
14-0182NIP,,2,0,0,0,327.42
14-0182RC,,2,0,0,0,115.55
14-0183C,,0,0,0,0,204.91
14-0183NC,,0,0,0,0,226.91
14-0184C,,0,0,0,0,200.28
14-0184N,,0,0,0,0,70.49
14-0184NC,,0,0,0,0,226.91
14-0184NEW,,8,1,0,0,194.59
14-0184NIP,,0,0,0,0,249.37
14-0185C,,0,0,0,0,143.31
14-0185MPR,,0,0,0,0,234.73
14-0185NC,,0,0,0,0,234.73
14-0185NEW,,40,0,0,0,173.29
14-0185NIP,,0,0,0,0,387.4
14-0186C,,0,0,0,0,198.11
14-0186MPR,,0,0,0,0,308.78
14-0186NC,,31,1,0,1,142.07
14-0186NEW,,60,2,0,3,173.02
14-0186NIP,,0,0,0,0,234.73
14-0187C,,0,0,0,0,305.04
14-0187D,,0,0,0,0,332.59
14-0187N,,0,0,0,0,54.18
14-0187NC,,0,0,0,0,365.2
14-0187NEW,,49,22,0,2,215.18
14-0187NEWCV,,13,0,0,0,221.56
14-0187NIP,,1,1,0,4,392.83
14-0187RC,,7,0,0,0,169.1
14-0188C,,1,0,0,1,180.03
14-0188NC,,12,7,0,1,223.9
14-0188NEW,,75,0,0,0,254.39
14-0188RC,,7,0,0,0,110.46
14-0189C,,1,0,0,0,132.01
14-0189FD,,0,0,0,0,234.73
14-0189NC,,0,0,0,0,381.83
14-0189NEW,,19,2,0,1,166.41
14-0189RC,,7,0,0,0,110.46
14-0190C,,0,0,0,0,143.31
14-0190FD,,0,0,0,0,183.49
14-0190NC,,0,0,0,0,313.91
14-0190NEW,,0,6,0,2,158.39
14-0191C,,0,0,0,0,220.7
14-0191NC,,11,0,0,0,259.32
14-0192NC,,0,0,0,0,234.73
14-0193C,,0,0,0,0,251.33
14-0193N,,0,0,0,0,212
14-0193NEW,,379,17,0,9,184.07
14-0193NEWCV,,65,2,0,0,194.41
14-0193NIP,,7,5,0,1,355.22
14-0193RC,,12,0,0,0,115.55
14-0194C,,0,0,0,4,269.58
14-0194D,,0,0,0,0,140.87
14-0194N,,0,0,0,0,212
14-0194NC,,69,0,73,0,353.61
14-0194NEW,,115,9,0,6,217.52
14-0194NIP,,1,6,0,1,374.53
14-0194RC,,21,0,0,0,113.22
14-0195C,,1,0,0,0,315.29
14-0195NC,,0,0,0,0,297.63
14-0195NEW,,29,0,0,0,247.7
14-0195NIP,,0,0,0,0,373.62
14-0196C,,0,0,0,0,167.47
14-0196NC,,0,0,30,0,414.44
14-0196NEW,,25,2,0,3,173.74
14-0196NEWCV,,0,0,0,0,203.5
14-0196NIP,,1,0,0,4,387.04
14-0197C,,1,0,0,0,210.17
14-0197NC,,0,0,0,0,397.61
14-0197NEW,,70,2,0,0,342.88
14-0198C,,0,0,0,2,318.49
14-0198NC,,0,0,0,0,378.53
14-0198NEW,,21,2,0,1,183.44
14-0199C,,0,0,0,0,204.22
14-0199N,,0,0,0,0,212
14-0199NC,,0,0,38,0,429.1
14-0199NEW,,19,7,0,3,168.14
14-0199NEWCV,,9,1,0,0,233.64
14-0199NIP,,3,1,0,2,470.29
14-0200C,,0,0,0,0,286.62
14-0200NC,,0,0,0,0,438.7
14-0201C,,0,0,0,0,114.65
14-0201NC,,3,0,0,0,253.64
14-0201NEW,,9,0,0,0,181.66
14-0202C,,1,0,0,1,195.51
14-0202NC,,0,0,0,0,217.39
14-0202NEW,,405,1,0,0,153.18
14-0202NIP,,7,4,0,2,248.93
14-0202RC,,20,0,0,0,97.79
14-0203C,,0,0,0,0,173.17
14-0204C,,0,0,0,0,150.17
14-0204MPR,,0,0,0,0,323.12
14-0204N,,0,0,0,0,212
14-0204NC,,0,0,0,0,289.56
14-0204NEW,,540,0,0,18,117.88
14-0204NIP,,0,0,0,0,241.36
14-0204RC,,0,0,0,0,115.55
14-0205C,,0,0,0,0,166.24
14-0205NC,,5,0,0,0,307.26
14-0205NEW,,33,8,0,0,162.87
14-0205RC,,0,0,0,0,105.32
14-0206C,,0,0,0,0,286.62
14-0206NC,,0,0,0,0,340.74
14-0206NEW,,0,0,0,0,287.77
14-0206NIP,,0,0,0,0,367.85
14-0207C,,0,0,0,0,220.7
14-0207NC,,0,0,0,0,367.85
14-0207NEW,,0,0,0,0,250.73
14-0208C,,0,0,0,1,149.37
14-0208NC,,110,3,0,0,161.04
14-0208NEW,,76,2,0,1,189.73
14-0209C,,0,0,0,0,139.69
14-0209NC,,0,0,0,0,273.87
14-0209NEW,,32,0,0,0,201.8
14-0209NIP,,138,2,0,3,312.14
14-0210C,,0,0,0,0,338.94
14-0210NC,,0,0,0,0,331.4
14-0211C,,4,0,0,0,215.12
14-0211NEW,,0,0,0,0,357.91
14-0212C,,0,0,0,0,153.26
14-0212NC,,0,0,0,0,260.88
14-0212NEW,,11,0,0,2,260.42
14-0213C,,0,0,0,0,248.76
14-0213NC,,0,0,0,0,258.17
14-0213NEW,,78,11,0,1,221.27
14-0213RC,,0,0,0,0,155.39
14-0214C,,0,0,0,0,135.22
14-0214N,,0,0,0,0,212
14-0214NC,,2,0,0,0,236.41
14-0214NEW,,159,9,0,2,120.52
14-0214NIP,,0,0,0,1,139.76
14-0215C,,0,0,0,0,200.64
14-0215NC,,0,0,0,0,234.73
14-0216C,,0,0,0,0,154.06
14-0216NC,,0,0,0,0,435.58
14-0216NEW,,36,2,0,0,185.25
14-0216NIP,,4,2,0,2,233.03
14-0217C,,0,0,0,0,203.36
14-0217FD,,0,0,0,0,167.06
14-0217NC,,36,1,0,2,138.86
14-0217NEW,,97,10,0,6,145.53
14-0217NIP,,0,0,0,0,234.73
14-0217RC,,11,0,0,0,112.72
14-0218C,,0,0,0,0,90.16
14-0218FD,,0,0,0,0,512.94
14-0218N,,0,0,0,0,429.94
14-0218NC,,0,0,0,0,330.56
14-0218NEW,,58,9,0,0,185.83
14-0218RC,,3,0,0,0,115.55
14-0219C,,0,0,0,0,257.96
14-0219NC,,0,0,0,0,330.56
14-0219NEW,,1,0,0,0,203.24
14-0220AFT,,455,26,0,1,167.19
14-0220C,,8,0,0,1,139.69
14-0220MPR,,0,0,0,0,485.59
14-0220NC,,103,11,0,2,223.83
14-0220NEW,,163,18,0,23,138.79
14-0220NEW-A,,0,1,0,0,186.82
14-0220NIP,,0,0,0,0,234.73
14-0220RC,,5,0,0,0,96.75
14-0221C,,0,0,0,0,229.3
14-0221NC,,0,0,0,1,432.41
14-0221NEW,,0,0,0,0,295.06
14-0222C,,0,0,0,0,176.28
14-0222NC,,0,0,0,0,212.44
14-0222NEW,,33,2,0,1,247.52
14-0222NEWCV,,0,0,0,0,267.7
14-0222NIP,,0,0,0,0,402.74
14-0222RC,,12,0,0,0,108.16
14-0223C,,0,0,0,0,257.96
14-0223NC,,0,0,0,0,557.9
14-0223NEW,,16,0,0,0,196.85
14-0224C,,0,0,0,0,195.51
14-0224NC,,17,0,0,0,496.75
14-0225C,,0,0,0,0,283.76
14-0225NC,,0,0,0,0,246.05
14-0226C,,0,0,0,0,167.47
14-0226NC,,21,0,0,0,216.32
14-0226NEW,,21,0,0,0,216.48
14-0226NIP,,2,0,0,0,376.7
14-0227C,,0,0,0,0,171.97
14-0227NC,,0,0,0,0,376.7
14-0227NEW,,0,0,0,0,170.83
14-0227NIP,,15,0,0,4,215.33
14-0228C,,0,0,0,0,315.29
14-0228NIP,,22,0,0,3,305.68
14-0229C,,0,0,0,0,125.79
14-0229NC,,16,0,0,0,170.31
14-0229NEW,,28,2,0,1,124.91
14-0230C,,0,0,0,0,171.97
14-0230NC,,1,0,0,0,326.72
14-0230NEW,,236,5,100,0,159.07
14-0230NIP,,18,0,0,0,415.4
14-0231C,,0,0,0,0,315.29
14-0231NC,,0,0,0,0,318.88
14-0231NEW,,0,0,0,0,223.7
14-0231NIP,,0,2,0,3,383.31
14-0232C,,0,0,0,0,263.44
14-0232N,,0,0,0,0,212
14-0232NC,,0,0,0,0,557.14
14-0232NEW,,1,0,0,0,246.46
14-0232NIP,,10,1,0,5,328.28
14-0233C,,1,0,0,0,135.22
14-0233NC,,1,0,0,0,253.25
14-0233NEW,,29,3,0,0,222.58
14-0233NIP,,105,2,0,2,255.84
14-0233RC,,2,0,0,0,105.32
14-0234C,,1,0,0,0,121.53
14-0234NC,,0,0,0,0,252.6
14-0234NEW,,18,3,0,1,159.81
14-0234NIP,,0,0,0,0,234.73
14-0235C,,0,0,0,0,200.64
14-0235NC,,0,0,0,0,234.73
14-0236C,,0,0,0,0,150.17
14-0236N,,3,0,0,0,119.65
14-0236NC,,0,0,0,0,268.21
14-0236NEW,,114,13,0,1,163.03
14-0236NIP,,245,30,0,2,298.86
14-0236RC,,0,0,0,0,118.1
14-0237C,,0,0,0,0,283.76
14-0237NC,,0,0,0,0,281.81
14-0237NEW,,147,8,0,2,215.35
14-0237NIP,,2,0,0,3,605.5
14-0238C,,0,0,0,0,204.91
14-0238NC,,0,0,0,0,555.6
14-0238NEW,,0,0,0,0,249.23
14-0239C,,0,0,0,0,257.96
14-0239NC,,0,0,0,0,234.73
14-0239NEW,,23,0,0,0,231.86
14-0240C,,0,0,0,0,362.97
14-0240NC,,18,0,0,0,159.02
14-0240NEW,,85,14,0,0,270.57
14-0240NEW-A,,0,0,0,0,260.81
14-0241C,,1,0,0,2,174.17
14-0241N,,0,0,0,0,212
14-0241NC,,0,0,0,0,270.5
14-0241NEW,,310,34,0,10,108.94
14-0241NEW-A,,0,0,0,0,173.79
14-0241NIP,,0,0,0,0,253.7
14-0241RC,,45,0,0,6,115.55
14-0242C,,0,0,0,0,122.54
14-0242NEW,,138,12,0,3,151.27
14-0242RC,,1,0,0,0,203.75
14-0243C,,2,0,0,0,315.29
14-0244C,,0,0,0,0,283.76
14-0244NC,,0,0,0,0,341.6
14-0244NIP,,0,0,0,0,437.86
14-0245C,,0,0,0,0,275.74
14-0245NC,,0,0,0,5,353.29
14-0245NC,,0,0,0,5,512.03
14-0245NEW,,161,0,0,0,186.93
14-0245NIP,,3,2,0,2,413.22
14-0245RC,,6,0,0,0,141.61
14-0246C,,0,0,0,0,200.64
14-0246NC,,0,0,0,0,338.29
14-0246NEW,,0,0,0,0,249.18
14-0246NIP,,2,0,0,0,401.64
14-0247C,,0,0,0,0,133.01
14-0247FD,,0,0,0,0,271.76
14-0247N,,0,0,0,0,212
14-0247NC,,5,3,0,2,222.83
14-0247NEW,,5,1,0,2,170.68
14-0247NIP,,0,0,0,0,234.73
14-0247RC,,4,0,0,0,118.67
14-0248C,,1,0,0,0,190.61
14-0248NC,,5,4,0,1,228.44
14-0248NEW,,122,23,0,4,148.16
14-0248NIP,,0,0,0,0,234.73
14-0248P,,1,1,0,0,212
14-0248RC,,3,0,0,0,96.42
14-0249C,,0,0,0,0,111.64
14-0249NC,,6,1,0,1,203.66
14-0249NEW,,74,9,37,3,153.49
14-0249NIP,,0,0,0,0,234.73
14-0249RC,,0,0,0,0,124.31
14-0250C,,3,0,0,5,153.26
14-0250NC,,72,23,0,0,200.94
14-0250NEW,,1016,80,0,10,156.68
14-0250NEW-A,,0,0,0,0,155.83
14-0250NIP,,0,1,0,0,281.34
14-0250RC,,62,0,0,1,85.82
14-0251C,,0,0,0,0,125.79
14-0251NC,,145,3,0,0,177.81
14-0251NEW,,245,28,0,1,199.63
14-0251NIP,,0,0,0,0,148.76
14-0251RC,,3,0,0,0,56.44
14-0252C,,0,0,0,0,276.38
14-0253C,,0,0,0,0,150.17
14-0253NC,,69,0,0,0,252.21
14-0253NEW,,2458,15,0,8,172.53
14-0253NEW-A,,0,0,0,0,305.04
14-0253NIP,,0,0,0,0,360.77
14-0253RC,,14,0,0,0,122.81
14-0254C,,0,0,0,0,183.74
14-0254NC,,0,0,0,2,240.69
14-0254NC,,0,0,0,2,332.14
14-0254NEW,,815,24,0,7,214.84
14-0254RC,,0,0,0,0,121.06
14-0255C,,0,0,0,0,224.07
14-0255N,,0,0,0,0,212
14-0255NC,,0,0,0,0,252.33
14-0255NEW,,478,9,0,0,212.06
14-0255NIP,,7,2,0,7,398.78
14-0255RC,,8,0,0,0,145.34
14-0256AFT,,8,0,0,1,148.36
14-0256C,,4,0,0,2,120.01
14-0256NC,,45,1,0,7,223
14-0256NEW,,618,140,0,120,133.77
14-0256NIP,,0,0,0,0,234.73
14-0256RC,,6,0,0,0,115.55
14-0257C,,0,0,0,0,154.06
14-0257NC,,9,0,0,0,262.9
14-0257NEW,,25,3,0,0,197.77
14-0257NIP,,0,0,0,0,234.73
14-0257RC,,1,0,0,0,120.75
14-0258C,,0,0,0,0,369.75
14-0258NC,,0,0,0,0,234.73
14-0258NEW,,0,0,0,0,154.06
14-0258NIP,,0,0,0,0,355.83
14-0259C,,0,0,0,0,171.97
14-0259NC,,0,0,0,0,234.73
14-0259NEW,,0,0,0,0,155.63
14-0259NIP,,1,0,0,0,224.51
14-0260C,,0,0,0,0,229.3
14-0260NC,,0,0,0,0,309.09
14-0260NEW,,0,0,0,0,238.98
14-0260NIP,,2,0,0,0,422.01
14-0261C,,0,0,0,0,200.64
14-0261N,,0,0,0,0,92.75
14-0261NC,,0,0,0,0,176.56
14-0261NEW,,22,1,0,0,227.82
14-0261NIP,,1,0,0,1,376.02
14-0262C,,0,0,0,0,171.97
14-0262NC,,0,0,0,0,331.37
14-0262NEW,,0,0,0,0,255.79
14-0263C,,0,0,0,0,120.01
14-0263NC,,72,12,0,1,160.98
14-0263NEW,,47,3,0,4,149.59
14-0263NIP,,0,0,0,0,234.73
14-0264C,,0,0,0,0,315.29
14-0264NC,,0,0,0,0,617.56
14-0265C,,0,0,0,0,315.29
14-0265NC,,0,0,0,0,623.74
14-0265NEW,,0,0,0,0,958.24
14-0266C,,1,0,0,0,220.7
14-0266NC,,0,0,0,0,617.56
14-0267C,,0,0,0,0,220.7
14-0267NC,,3,0,0,0,705.78
14-0268C,,0,0,0,0,111.64
14-0268NC,,9,5,0,2,186.45
14-0268NEW,,646,32,0,2,165.18
14-0268NIP,,0,0,0,0,237.08
14-0268RC,,9,0,0,0,118.67
14-0269C,,0,0,0,0,220.7
14-0269NC,,0,0,0,0,234.73
14-0270C,,0,0,0,0,229.3
14-0270NC,,3,0,0,0,278.25
14-0271C,,0,0,0,0,257.96
14-0271NC,,1,0,0,0,226.97
14-0272NC,,0,0,0,0,234.73
14-0272NEW,,8,0,0,0,168.47
14-0273C,,0,0,0,1,171.97
14-0273N,,0,0,0,0,212
14-0273NC,,1,0,0,0,264.49
14-0273NEW,,52,4,0,1,199.51
14-0273NIP,,2,1,0,1,264.96
14-0274C,,0,0,0,0,125.79
14-0274NC,,0,0,0,0,148.76
14-0274NEW,,7,0,0,1,196.08
14-0274NIP,,12,0,0,0,295.55
14-0275C,,0,0,0,0,180.57
14-0275NC,,0,0,0,0,474.26
14-0275NEW,,86,12,0,0,185.65
14-0275NIP,,0,0,0,0,416.59
14-0276NC,,0,0,0,0,471.67
14-0276NEW,,12,3,0,0,180.43
14-0276NEW-A,,0,0,0,0,289.63
14-0276NIP,,0,0,0,0,847.31
14-0276RC,,1,0,0,0,87.61
14-0277NC,,0,0,0,0,464.37
14-0277NEW,,8,0,0,0,273.44
14-0278C,,1,0,0,0,139.69
14-0278MPR,,0,0,0,0,474.86
14-0278NC,,0,0,0,0,150.78
14-0278NEW,,194,18,0,6,160.52
14-0278NIP,,0,1,0,1,264.54
14-0278RC,,36,0,0,0,105.78
14-0279C,,19,0,0,0,372.61
14-0279NC,,1,0,0,0,1492.21
14-0280C,,3,0,0,2,150.17
14-0280N,,0,0,0,0,212
14-0280NC,,1,0,0,0,182.98
14-0280NEW,,18,2,0,2,198.96
14-0280RC,,0,0,0,0,87.18
14-0281C,,0,0,0,0,154.06
14-0281NC,,5,1,0,1,186.43
14-0281NEW,,116,11,0,11,153.47
14-0281NIP,,0,0,0,0,234.73
14-0281RC,,9,0,0,0,94.6
14-0282C,,1,0,0,0,136.15
14-0282NC,,42,5,0,1,235.51
14-0282NEW,,330,19,0,6,219.8
14-0282NEW-A,,0,0,0,0,233.97
14-0282NIP,,0,0,0,0,390.61
14-0282RC,,15,0,0,0,113.22
14-0283C,,0,0,0,0,111.64
14-0283NC,,0,0,0,0,316.91
14-0283NEW,,84,19,0,2,207.33
14-0283NIP,,3,2,0,1,330.05
14-0283RC,,0,0,0,0,115.55
14-0284C,,0,0,0,0,269.43
14-0284NC,,5,0,0,1,238.71
14-0284NEW,,46,1,0,0,179.07
14-0284RC,,0,0,0,0,108.16
14-0285C,,0,0,0,0,139.69
14-0285N,,0,0,0,0,212
14-0285NC,,13,9,0,0,219.44
14-0285NEW,,233,18,0,11,215.25
14-0285NEWCV,,0,3,0,0,230.56
14-0285S,,0,0,352,0,158.02
14-0286C,,0,0,0,0,83.87
14-0286GM,,0,0,0,0,424.94
14-0286NC,,0,0,0,0,294.76
14-0286NEW,,56,10,0,1,184.64
14-0286RC,,14,0,0,0,110.46
14-0287C,,1,0,0,1,195.51
14-0287N,,0,0,0,0,212
14-0287NC,,0,0,0,0,234.73
14-0287NEW,,235,1,0,3,186.2
14-0287NIP,,36,6,0,1,381.54
14-0288C,,0,0,0,0,257.96
14-0288NC,,0,0,0,0,347.92
14-0289C,,4,0,0,0,251.33
14-0289NC,,19,0,0,0,327.59
14-0289NEW,,198,2,0,1,229.5
14-0289RC,,2,0,0,0,162.24
14-0290AFT,,495,0,0,0,135
14-0290C,,2,0,0,0,120.01
14-0290FD,,0,0,0,0,425.93
14-0290NC,,0,0,0,0,238.83
14-0290NEW,,534,32,0,5,151.77
14-0290NIP,,0,0,0,0,305.17
14-0290P,,11,7,0,0,201.92
14-0290RC,,70,0,0,0,115.55
14-0291C,,0,0,0,0,92.01
14-0291NC,,0,0,0,0,305.17
14-0291NEW,,17,8,0,2,160.82
14-0292C,,0,0,0,0,220.7
14-0292N,,0,0,0,0,212
14-0292NC,,0,0,0,0,313.38
14-0292NEW,,0,0,0,0,222.29
14-0292NIP,,48,1,0,4,290.74
14-0293C,,0,0,0,0,297.11
14-0293NC,,0,0,0,0,506.2
14-0293NEW,,9,0,0,0,265.71
14-0293RC,,0,0,0,0,157.99
14-0294C,,0,0,0,0,181.77
14-0294NC,,10,0,0,0,292.71
14-0294NEW,,43,2,0,0,207.98
14-0294NIP,,0,0,0,0,339.25
14-0294RC,,1,0,0,0,140.18
14-0295C,,0,0,0,0,153.26
14-0295NC,,0,0,0,0,195.15
14-0295NEW,,147,22,0,1,173.94
14-0295P,,753,19,0,0,185.3
14-0295RC,,0,0,0,0,110.46
14-0296C,,0,0,0,0,153.26
14-0296GM,,0,0,0,0,629.15
14-0296NC,,0,0,0,0,516.14
14-0296NEW,,119,18,0,0,117.94
14-0296RC,,0,0,0,0,115.55
14-0297NC,,0,0,0,0,298.93
14-0297NEW,,0,1,0,1,280.06
14-0298C,,0,0,0,0,16.11
14-0298NC,,5,0,0,0,157.29
14-0298NEW,,60,6,0,3,171.72
14-0298RC,,0,0,0,0,124.31
14-0299C,,5,0,0,0,240.03
14-0299N,,0,0,0,0,212
14-0299NC,,0,0,0,0,387.03
14-0299NEW,,15,0,0,0,289.3
14-0299NIP,,0,0,0,0,296.47
14-0300C,,1,0,0,1,116.6
14-0300NC,,3,2,0,2,200.05
14-0300NEW,,74,1,0,2,116.86
14-0300NIP,,0,0,0,0,189.26
14-0300RC,,12,0,0,0,116.27
14-0301C,,0,0,0,0,120.01
14-0301GM,,0,0,0,0,382.99
14-0301NC,,14,2,0,0,239.42
14-0301NEW,,101,12,5,1,156.83
14-0301RC,,0,0,0,0,121.06
14-0302C,,0,0,0,0,215.69
14-0302NC,,0,0,0,0,258.81
14-0302NEW,,0,0,0,0,255.79
14-0303C,,0,0,0,0,210.17
14-0303NC,,6,0,0,1,254.36
14-0303NEW,,64,3,0,0,174.99
14-0303NIP,,0,0,0,0,249.84
14-0303RC,,5,0,0,0,116.27
14-0304C,,2,0,0,0,220.7
14-0304NC,,0,0,0,0,249.84
14-0305C,,0,0,0,0,143.31
14-0305NC,,0,0,0,0,282
14-0305NEW,,0,0,0,0,256.39
14-0306C,,0,0,0,0,220.7
14-0306NC,,0,0,0,0,249.84
14-0307C,,0,0,0,0,120.01
14-0307MPR,,0,0,0,0,530.31
14-0307NC,,0,0,0,0,136.37
14-0307NEW,,265,4,0,0,181.17
14-0307RC,,1,0,0,0,108.16
14-0308C,,1,0,0,0,128.31
14-0308NC,,37,3,0,1,140.23
14-0308NEW,,23,18,0,0,200.84
14-0308RC,,16,0,0,0,105.42
14-0309C,,0,0,0,0,257.96
14-0309NC,,7,3,0,1,369.04
14-0309NEW,,15,1,0,0,251.63
14-0310NC,,0,0,0,0,276.93
14-0312NC,,19,0,0,0,316.49
14-0312NEW,,1,0,0,0,351.73
14-0313C,,0,0,0,0,257.96
14-0313NC,,6,0,0,0,269
14-0313NEW,,75,0,0,1,159.27
14-0313NIP,,65,0,0,0,458.97
14-0313S,,0,0,0,0,229.3
14-0314C,,0,0,0,0,257.96
14-0314NC,,0,0,0,0,248.93
14-0314NEW,,7,0,0,0,215.78
14-0315C,,0,0,0,0,257.96
14-0315NC,,0,0,0,0,262.66
14-0316C,,0,0,0,0,257.96
14-0316NC,,0,0,92,0,282.36
14-0316NEW,,19,0,0,0,169.03
